"Exchange Point ID","Tiploc Code","CRS Code","Station Name","Easting","Northing","Date of Issue","Issue Version","NaPTAN","Group ID"
"R0000068","ANNAN","ANN","Annan Rail Station",319300,566200,"25/05/2010","386","9100ANNAN","G212"
"R0000069","ANSL","ANL","Anniesland Rail Station",254900,668700,"25/05/2010","386","9100ANSL","G213"
"R0000070","ANSDELL","AFV","Ansdell & Fairhaven Rail Station",334601,427689,"25/05/2010","386","9100ANSDELL","G214"
"R0000071","APBY","APP","Appleby Rail Station",368640,520680,"25/05/2010","386","9100APBY",
"R0000072","APDR","APD","Appledore (Kent) Rail Station",597566,129760,"25/05/2010","386","9100APDR",
"R0000073","APPLEFD","APF","Appleford Rail Station",452542,193698,"25/05/2010","386","9100APPLEFD",
"R0000074","APLYBDG","APB","Appley Bridge Rail Station",352500,409400,"25/05/2010","386","9100APLYBDG",
"R0000075","APSLEY","APS","Apsley Rail Station",506245,204874,"25/05/2010","386","9100APSLEY",
"R0000076","ARBROTH","ARB","Arbroath Rail Station",363900,741000,"25/05/2010","386","9100ARBROTH","G215"
"R0000077","ARDGAY","ARD","Ardgay Rail Station",260030,890446,"25/05/2010","386","9100ARDGAY",
"R0000078","ARDLUI","AUI","Ardlui Rail Station",231700,715500,"25/05/2010","386","9100ARDLUI","G216"
"R0000079","ARDRSHB","ADS","Ardrossan Harbour Rail Station",222540,642090,"25/05/2010","386","9100ARDRSHB",
"R0000080","ARDRSSB","ASB","Ardrossan South Beach Rail Station",223799,642211,"25/05/2010","386","9100ARDRSSB",
"R0000081","ARDRSTN","ADN","Ardrossan Town Rail Station",223070,642050,"25/05/2010","386","9100ARDRSTN",
"R0000082","ARDWICK","ADK","Ardwick Rail Station",385900,397200,"25/05/2010","386","9100ARDWICK",
"R0000083","ARGYLST","AGS","Argyle Street Rail Station",259221,664972,"25/05/2010","386","9100ARGYLST",
"R0000084","ARISAIG","ARG","Arisaig Rail Station",166400,786700,"25/05/2010","386","9100ARISAIG",
"R0000085","ARLSEY","ARL","Arlesey Rail Station",519045,237820,"25/05/2010","386","9100ARLSEY",
"R0000087","ARMTHWT","AWT","Armathwaite Rail Station",350500,546300,"25/05/2010","386","9100ARMTHWT",
"R0000088","ARNSIDE","ARN","Arnside Rail Station",346100,478800,"25/05/2010","386","9100ARNSIDE",
"R0000089","ARRAM","ARR","Arram Rail Station",503500,444300,"25/05/2010","386","9100ARRAM",
"R0000090","ARCHRAT","ART","Arrochar & Tarbet Rail Station",231200,704600,"25/05/2010","386","9100ARCHRAT","G217"
"R0000091","ARUNDEL","ARU","Arundel Rail Station",502444,106417,"25/05/2010","386","9100ARUNDEL","G313"
"R0000092","ASCOT","ACT","Ascot Rail Station",492200,168300,"25/05/2010","386","9100ASCOT",
"R0000093","ASCTUWD","AUW","Ascott-under-Wychwood Rail Station",430114,218841,"25/05/2010","386","9100ASCTUWD",
"R0000094","ASHH","ASH","Ash Rail Station",489934,150834,"25/05/2010","386","9100ASHH",
"R0000095","ASHVALE","AHV","Ash Vale Rail Station",489273,153342,"25/05/2010","386","9100ASHVALE",
"R0000096","ASHBRYS","ABY","Ashburys Rail Station",387191,397229,"25/05/2010","386","9100ASHBRYS",
"R0000097","ASHCHRC","ASC","Ashchurch for Tewkesbury Rail Station",392610,233419,"25/05/2010","386","9100ASHCHRC",
"R0000098","ASFIELD","ASF","Ashfield Rail Station",259427,668485,"25/05/2010","386","9100ASFIELD",
"R0000099","ASFDMSX","AFS","Ashford (Surrey) Rail Station",506580,171947,"25/05/2010","386","9100ASFDMSX",
"R0000100","ASHFKY","AFK","Ashford International Rail Station",601282,142204,"25/05/2010","386","9100ASHFKY","G136"
"R0000102","ASHLEY","ASY","Ashley Rail Station",377400,384400,"25/05/2010","386","9100ASHLEY",
"R0000103","ASHD","AHD","Ashtead Rail Station",518000,159000,"25/05/2010","386","9100ASHD",
"R0000104","ASHONUL","AHN","Ashton-under-Lyne Rail Station",393840,399400,"25/05/2010","386","9100ASHONUL","G219"
"R0000105","ASHURST","AHS","Ashurst (Kent) Rail Station",550726,138801,"25/05/2010","386","9100ASHURST",
"R0000106","LYNDHRD","ANF","Ashurst New Forest Rail Station",433392,110147,"25/05/2010","386","9100LYNDHRD",
"R0000107","ASHWELC","AWM","Ashwell & Morden Rail Station",529770,238615,"25/05/2010","386","9100ASHWELC",
"R0000108","ASKAM","ASK","Askam Rail Station",321500,477700,"25/05/2010","386","9100ASKAM",
"R0000109","ASLCKTN","ALK","Aslockton Rail Station",474100,339900,"25/05/2010","386","9100ASLCKTN",
"R0000110","ASPTRIA","ASP","Aspatria Rail Station",314400,541300,"25/05/2010","386","9100ASPTRIA","G220"
"R0000111","ASPLEYG","APG","Aspley Guise Rail Station",493944,236751,"25/05/2010","386","9100ASPLEYG",
"R0000112","ASTON","AST","Aston Rail Station",408790,289600,"25/05/2010","386","9100ASTON",
"R0000113","ATHRSTN","ATH","Atherstone Rail Station",430400,298000,"25/05/2010","386","9100ATHRSTN","G221"
"R0000114","ATHERTN","ATN","Atherton Rail Station",368347,403716,"25/05/2010","386","9100ATHERTN",
"R0000115","ATADALE","ATT","Attadale Rail Station",192456,839125,"25/05/2010","386","9100ATADALE",
"R0000116","ATNBRO","ATB","Attenborough Rail Station",451800,334600,"25/05/2010","386","9100ATNBRO",
"R0000117","ATTLBON","ATL","Attleborough Rail Station",605177,295033,"25/05/2010","386","9100ATTLBON","G222"
"R0000118","ACHILCK","AUK","Auchinleck Rail Station",255000,622000,"25/05/2010","386","9100ACHILCK",
"R0000119","AUDLEYE","AUD","Audley End Rail Station",551600,236300,"25/05/2010","386","9100AUDLEYE",
"R0000120","AGHTNPH","AUG","Aughton Park Rail Station",340800,406800,"25/05/2010","386","9100AGHTNPH",
"R0000121","AVIEMRE","AVM","Aviemore Rail Station",289566,812339,"25/05/2010","386","9100AVIEMRE","G137"
"R0000122","AVNCLFF","AVF","Avoncliff Rail Station",380500,160100,"25/05/2010","386","9100AVNCLFF",
"R0000123","AVONMTH","AVN","Avonmouth Rail Station",351544,178168,"25/05/2010","386","9100AVONMTH",
"R0000124","AXMNSTR","AXM","Axminster Rail Station",329225,98150,"25/05/2010","386","9100AXMNSTR",
"R0000125","AYLSBRY","AYS","Aylesbury Rail Station",481779,213470,"25/05/2010","386","9100AYLSBRY",
"R0000126","AYLESFD","AYL","Aylesford Rail Station",572017,158687,"25/05/2010","386","9100AYLESFD",
"R0000127","ALSHAM","AYH","Aylesham Rail Station",624182,152457,"25/05/2010","386","9100ALSHAM",
"R0000128","AYRR","AYR","Ayr Rail Station",234060,621390,"25/05/2010","386","9100AYRR","G223"
"R0000129","BACHE","BAC","Bache Rail Station",340500,368400,"25/05/2010","386","9100BACHE",
"R0000130","BGLAN","BAJ","Baglan Rail Station",274700,192300,"25/05/2010","386","9100BGLAN",
"R0000131","BAGSHOT","BAG","Bagshot Rail Station",491391,163627,"25/05/2010","386","9100BAGSHOT",
"R0000132","BAILDON","BLD","Baildon Rail Station",416300,439300,"25/05/2010","386","9100BAILDON",
"R0000133","BALISTN","BIO","Baillieston Rail Station",267700,663300,"25/05/2010","386","9100BALISTN",
"R0000134","BALCOMB","BAB","Balcombe Rail Station",530670,130115,"25/05/2010","386","9100BALCOMB",
"R0000135","BALDOCK","BDK","Baldock Rail Station",524540,234264,"25/05/2010","386","9100BALDOCK",
"R0000136","BALHAM","BAL","Balham Rail Station",528500,173200,"25/05/2010","386","9100BALHAM",
"R0000137","BALLOCH","BHC","Balloch Rail Station",239000,681900,"25/05/2010","386","9100BALLOCH","G224"
"R0000138","BALMOSS","BSI","Balmossie Rail Station",348417,731698,"25/05/2010","386","9100BALMOSS",
"R0000139","BMBRBDG","BMB","Bamber Bridge Rail Station",356500,425800,"25/05/2010","386","9100BMBRBDG",
"R0000140","BAMFORD","BAM","Bamford Rail Station",420800,382500,"25/05/2010","386","9100BAMFORD",
"R0000141","BANAVIE","BNV","Banavie Rail Station",211300,776700,"25/05/2010","386","9100BANAVIE",
"R0000142","BNBR","BAN","Banbury Rail Station",446160,240427,"25/05/2010","386","9100BNBR","G225"
"R0000143","BANGOR","BNG","Bangor (Gwynedd) Rail Station",257500,371600,"25/05/2010","386","9100BANGOR","G226"
"R0000144","BNKHALL","BAH","Bank Hall Rail Station",334496,393867,"25/05/2010","386","9100BNKHALL",
"R0000145","BANSTED","BAD","Banstead Rail Station",524588,160432,"25/05/2010","386","9100BANSTED",
"R0000146","BARASIE","BSS","Barassie Rail Station",232900,632900,"25/05/2010","386","9100BARASIE",
"R0000147","BRBCNLT","ZBB","Barbican Rail Station",532100,181800,"25/05/2010","386","9100BRBCNLT",
"R0000148","BRDNML","BLL","Bardon Mill Rail Station",377918,564486,"25/05/2010","386","9100BRDNML",
"R0000149","BARELA","BAR","Bare Lane Rail Station",345439,464613,"25/05/2010","386","9100BARELA",
"R0000150","BRGDDIE","BGI","Bargeddie Rail Station",270400,664000,"25/05/2010","386","9100BRGDDIE",
"R0000151","BARGOED","BGD","Bargoed Rail Station",315100,200000,"25/05/2010","386","9100BARGOED",
"R0000152","BARKING","BKG","Barking Rail Station",544410,184340,"25/05/2010","386","9100BARKING",
"R0000153","BARLSTN","BRT","Barlaston Rail Station",388800,338400,"25/05/2010","386","9100BARLSTN",
"R0000154","BARMING","BMG","Barming Rail Station",572970,156891,"25/05/2010","386","9100BARMING",
"R0000155","BRMOUTH","BRM","Barmouth Rail Station",261200,315900,"25/05/2010","386","9100BRMOUTH",
"R0000156","BRNHRST","BNH","Barnehurst Rail Station",550115,176210,"25/05/2010","386","9100BRNHRST",
"R0000157","BARNES","BNS","Barnes Rail Station",522200,175700,"25/05/2010","386","9100BARNES",
"R0000158","BNSBDGE","BNI","Barnes Bridge Rail Station",521460,176230,"25/05/2010","386","9100BNSBDGE",
"R0000159","BNTBY","BTB","Barnetby Rail Station",505400,409800,"25/05/2010","386","9100BNTBY",
"R0000160","BRHM","BAA","Barnham Rail Station",495897,104367,"25/05/2010","386","9100BRHM",
"R0000161","BNHL","BNL","Barnhill Rail Station",261000,667200,"25/05/2010","386","9100BNHL",
"R0000162","BNSLY","BNY","Barnsley Rail Station",434740,406569,"25/05/2010","386","9100BNSLY","G40"
"R0000163","BRNSTPL","BNP","Barnstaple Rail Station",255561,132541,"25/05/2010","386","9100BRNSTPL","G314"
"R0000164","BGRN","BTG","Barnt Green Rail Station",400610,273670,"25/05/2010","386","9100BGRN",
"R0000165","BRHD","BRR","Barrhead Rail Station",249840,659320,"25/05/2010","386","9100BRHD",
"R0000166","BRRHL","BRL","Barrhill Rail Station",222600,581600,"25/05/2010","386","9100BRRHL",
"R0000167","BARWHVN","BAV","Barrow Haven Rail Station",506300,423500,"25/05/2010","386","9100BARWHVN",
"R0000168","BAROWOS","BWS","Barrow upon Soar Rail Station",457820,317200,"25/05/2010","386","9100BAROWOS",
"R0000169","BAROW","BIF","Barrow-in-Furness Rail Station",319955,469932,"25/05/2010","386","9100BAROW","G227"
"R0000170","BARRY","BRY","Barry Rail Station",310700,167200,"25/05/2010","386","9100BARRY",
"R0000171","BARRYDK","BYD","Barry Docks Rail Station",312400,167800,"25/05/2010","386","9100BARRYDK",
"R0000172","BARRYIS","BYI","Barry Island Rail Station",311500,166700,"25/05/2010","386","9100BARRYIS",
"R0000173","BRRYLNK","BYL","Barry Links Rail Station",354200,733700,"25/05/2010","386","9100BRRYLNK",
"R0000174","BRTHMBR","BAU","Barton-on-Humber Rail Station",502900,422500,"25/05/2010","386","9100BRTHMBR",
"R0000175","BASILDN","BSO","Basildon Rail Station",570368,188330,"25/05/2010","386","9100BASILDN","G228"
"R0000176","BSNGSTK","BSK","Basingstoke Rail Station",463774,152529,"25/05/2010","386","9100BSNGSTK","G41"
"R0000177","BATABAL","BBL","Bat & Ball Rail Station",553100,156800,"25/05/2010","386","9100BATABAL",
"R0000178","BATHSPA","BTH","Bath Spa Rail Station",375248,164353,"25/05/2010","386","9100BATHSPA","G42"
"R0000179","BTHGATE","BHG","Bathgate Rail Station",297490,668550,"25/05/2010","386","9100BTHGATE",
"R0000180","BATLEY","BTL","Batley Rail Station",425000,423700,"25/05/2010","386","9100BATLEY",
"R0000181","BTRSBY","BTT","Battersby Rail Station",458900,507300,"25/05/2010","386","9100BTRSBY",
"R0000182","BATRSPK","BAK","Battersea Park Rail Station",528700,177000,"25/05/2010","386","9100BATRSPK",
"R0000183","BATTLE","BAT","Battle Rail Station",575470,115569,"25/05/2010","386","9100BATTLE","G229"
"R0000184","BTLSBDG","BLB","Battlesbridge Rail Station",577700,194900,"25/05/2010","386","9100BTLSBDG",
"R0000185","BAYFORD","BAY","Bayford Rail Station",531537,208274,"25/05/2010","386","9100BAYFORD",
"R0000186","BCNSFLD","BCF","Beaconsfield Rail Station",494004,191144,"25/05/2010","386","9100BCNSFLD",
"R0000187","BEARLEY","BER","Bearley Rail Station",417149,260721,"25/05/2010","386","9100BEARLEY",
"R0000188","BSDN","BRN","Bearsden Rail Station",254300,671800,"25/05/2010","386","9100BSDN",
"R0000189","BSTD","BSD","Bearsted Rail Station",579882,156119,"25/05/2010","386","9100BSTD",
"R0000190","BEASDAL","BSL","Beasdale Rail Station",170900,785000,"25/05/2010","386","9100BEASDAL",
"R0000191","BLIEURD","BEU","Beaulieu Road Rail Station",434957,106287,"25/05/2010","386","9100BLIEURD",
"R0000192","BEBNGTN","BEB","Bebington Rail Station",333300,385000,"25/05/2010","386","9100BEBNGTN",
"R0000193","BECCLES","BCC","Beccles Rail Station",642600,290500,"25/05/2010","386","9100BECCLES","G230"
"R0000194","BCKNHMH","BEC","Beckenham Hill Rail Station",538000,171400,"25/05/2010","386","9100BCKNHMH",
"R0000195","BCKNHMJ","BKJ","Beckenham Junction Rail Station",537395,169850,"25/05/2010","386","9100BCKNHMJ",
"R0000197","BEDFDM","BDM","Bedford Rail Station",504167,249744,"25/05/2010","386","9100BEDFDM","G2"
"R0000198","BESJOHN","BSJ","Bedford St Johns Rail Station",505000,249015,"25/05/2010","386","9100BESJOHN","G2"
"R0000199","BDHMPTN","BDH","Bedhampton Rail Station",470781,106529,"25/05/2010","386","9100BDHMPTN",
"R0000200","BDMNSTR","BMT","Bedminster Rail Station",358800,171400,"25/05/2010","386","9100BDMNSTR",
"R0000201","BEDWRTH","BEH","Bedworth Rail Station",436270,286952,"25/05/2010","386","9100BEDWRTH","G231"
"R0000202","BEDYN","BDW","Bedwyn Rail Station",428020,164586,"25/05/2010","386","9100BEDYN",
"R0000203","BESTON","BEE","Beeston Rail Station",453370,336220,"25/05/2010","386","9100BESTON",
"R0000204","BEKSBRN","BKS","Bekesbourne Rail Station",618942,156029,"25/05/2010","386","9100BEKSBRN",
"R0000206","BLLVUE","BLV","Belle Vue Rail Station",388113,396196,"25/05/2010","386","9100BLLVUE",
"R0000207","BLGRVE","BLG","Bellgrove Rail Station",260800,664900,"25/05/2010","386","9100BLGRVE",
"R0000208","BELNGHM","BGM","Bellingham Rail Station",537780,172295,"25/05/2010","386","9100BELNGHM",
"R0000209","BLSHL","BLH","Bellshill Rail Station",273200,660000,"25/05/2010","386","9100BLSHL",
"R0000210","BELM","BLM","Belmont Rail Station",525545,162065,"25/05/2010","386","9100BELM",
"R0000211","BELPER","BLP","Belper Rail Station",434800,347600,"25/05/2010","386","9100BELPER","G232"
"R0000212","BLTRNAB","BEG","Beltring Rail Station",568000,147800,"25/05/2010","386","9100BLTRNAB",
"R0000213","BELVEDR","BVD","Belvedere Rail Station",549515,179215,"25/05/2010","386","9100BELVEDR",
"R0000214","BEMPTON","BEM","Bempton Rail Station",519000,471800,"25/05/2010","386","9100BEMPTON",
"R0000215","BNRHYDN","BEY","Ben Rhydding Rail Station",413400,447800,"25/05/2010","386","9100BNRHYDN",
"R0000216","BENFLET","BEF","Benfleet Rail Station",577733,185893,"25/05/2010","386","9100BENFLET",
"R0000217","BNTHAM","BEN","Bentham Rail Station",366700,469000,"25/05/2010","386","9100BNTHAM",
"R0000218","BNTEY","BTY","Bentley (Hants) Rail Station",479211,143053,"25/05/2010","386","9100BNTEY","G315"
"R0000219","BTLYSY","BYK","Bentley (S Yorks) Rail Station",456320,405560,"25/05/2010","386","9100BTLYSY",
"R0000220","BEREALS","BAS","Bere Alston Rail Station",244000,67400,"25/05/2010","386","9100BEREALS",
"R0000221","BEREFRS","BFE","Bere Ferrers Rail Station",245200,63500,"25/05/2010","386","9100BEREFRS",
"R0000222","BERKHMD","BKM","Berkhamsted Rail Station",499336,208139,"25/05/2010","386","9100BERKHMD",
"R0000223","BKSWELL","BKW","Berkswell Rail Station",424400,277600,"25/05/2010","386","9100BKSWELL",
"R0000224","BRNYARM","BYA","Berney Arms Rail Station",646000,305300,"25/05/2010","386","9100BRNYARM",
"R0000225","BERRYB","BBW","Berry Brow Rail Station",413761,413853,"25/05/2010","386","9100BERRYB",
"R0000226","BRLANDS","BRS","Berrylands Rail Station",519700,168070,"25/05/2010","386","9100BRLANDS",
"R0000227","BERWICK","BRK","Berwick (Sussex) Rail Station",552603,106774,"25/05/2010","386","9100BERWICK",
"R0000228","BRWCKUT","BWK","Berwick-upon-Tweed Rail Station",399400,653500,"25/05/2010","386","9100BRWCKUT","G43"
"R0000229","BESCRLA","BES","Bescar Lane Rail Station",339600,414500,"25/05/2010","386","9100BESCRLA",
"R0000230","BSCTSTA","BSC","Bescot Stadium Rail Station",400700,296140,"25/05/2010","386","9100BSCTSTA",
"R0000231","BTCHWTH","BTO","Betchworth Rail Station",521052,151317,"25/05/2010","386","9100BTCHWTH",
"R0000232","BTHNLGR","BET","Bethnal Green Rail Station",534700,182400,"25/05/2010","386","9100BTHNLGR",
"R0000233","BETSYCD","BYC","Betws-y-Coed Rail Station",279500,356500,"25/05/2010","386","9100BETSYCD",
"R0000234","BEVERLY","BEV","Beverley Rail Station",503800,439600,"25/05/2010","386","9100BEVERLY","G234"
"R0000235","BEXHILL","BEX","Bexhill Rail Station",574495,107536,"25/05/2010","386","9100BEXHILL","G316"
"R0000236","BEXLEY","BXY","Bexley Rail Station",549380,173435,"25/05/2010","386","9100BEXLEY",
"R0000237","BXLYHTH","BXH","Bexleyheath Rail Station",548320,175995,"25/05/2010","386","9100BXLYHTH",
"R0000238","BCSTN","BCS","Bicester North Rail Station",458550,223112,"25/05/2010","386","9100BCSTN","G235"
"R0000239","BCSTRTN","BIT","Bicester Town Rail Station",458722,222002,"25/05/2010","386","9100BCSTRTN","G235"
"R0000240","BICKLEY","BKL","Bickley Rail Station",542370,168770,"25/05/2010","386","9100BICKLEY",
"R0000241","BDSTON","BID","Bidston Rail Station",328400,390800,"25/05/2010","386","9100BDSTON",
"R0000242","BIGLSWD","BIW","Biggleswade Rail Station",519241,244351,"25/05/2010","386","9100BIGLSWD",
"R0000243","BILBROK","BBK","Bilbrook Rail Station",387500,302900,"25/05/2010","386","9100BILBROK",
"R0000244","BILERCY","BIC","Billericay Rail Station",567500,195000,"25/05/2010","386","9100BILERCY","G236"
"R0000245","BLNGHM","BIL","Billingham Rail Station",446625,523620,"25/05/2010","386","9100BLNGHM","G237"
"R0000246","BILSHST","BIG","Billingshurst Rail Station",508803,125123,"25/05/2010","386","9100BILSHST",
"R0000247","BINGHAM","BIN","Bingham Rail Station",470500,340200,"25/05/2010","386","9100BINGHAM","G238"
"R0000248","BNGY","BIY","Bingley Rail Station",410825,439141,"25/05/2010","386","9100BNGY","G239"
"R0000249","BCHGRV","BCG","Birchgrove Rail Station",316711,180978,"25/05/2010","386","9100BCHGRV",
"R0000250","BCNGNOS","BCH","Birchington-on-Sea Rail Station",629849,169444,"25/05/2010","386","9100BCNGNOS","G240"
"R0000251","BIRCHWD","BWD","Birchwood Rail Station",365000,390700,"25/05/2010","386","9100BIRCHWD",
"R0000252","BIRKBCK","BIK","Birkbeck Rail Station",535335,169000,"25/05/2010","386","9100BIRKBCK",
"R0000253","BKDLE","BDL","Birkdale Rail Station",333018,415759,"25/05/2010","386","9100BKDLE",
"R0000254","BRKNHDC","BKC","Birkenhead Central Rail Station",332205,388427,"25/05/2010","386","9100BRKNHDC","G44"
"R0000255","BRKNHDN","BKN","Birkenhead North Rail Station",329790,390256,"25/05/2010","386","9100BRKNHDN","G44"
"R0000256","BRKNHDP","BKP","Birkenhead Park Rail Station",331004,389456,"25/05/2010","386","9100BRKNHDP",
"R0000257","BHAMINT","BHI","Birmingham International Rail Station",418728,283685,"25/05/2010","386","9100BHAMINT","G45"
"R0000258","BHAMMRS","BMO","Birmingham Moor Street Rail Station",407400,286800,"25/05/2010","386","9100BHAMMRS","G3"
"R0000259","BHAMNWS","BHM","Birmingham New Street Rail Station",407000,286655,"25/05/2010","386","9100BHAMNWS","G3"
"R0000260","BHAMSNH","BSW","Birmingham Snow Hill Rail Station",406950,287275,"25/05/2010","386","9100BHAMSNH","G3"
"R0000261","BSAUKLD","BIA","Bishop Auckland Rail Station",420900,529200,"25/05/2010","386","9100BSAUKLD",
"R0000262","BSHB","BBG","Bishopbriggs Rail Station",261000,670100,"25/05/2010","386","9100BSHB",
"R0000263","BSHPSFD","BIS","Bishops Stortford Rail Station",549155,220894,"25/05/2010","386","9100BSHPSFD","G241"
"R0000264","BSSN","BIP","Bishopstone Rail Station",546930,99908,"25/05/2010","386","9100BSSN",
"R0000265","BISHPTN","BPT","Bishopton Rail Station",243700,670500,"25/05/2010","386","9100BISHPTN",
"R0000266","BITERNE","BTE","Bitterne Rail Station",443891,113406,"25/05/2010","386","9100BITERNE",
"R0000267","BLKB","BBN","Blackburn Rail Station",368500,427900,"25/05/2010","386","9100BLKB","G46"
"R0000268","BLKHTH","BKH","Blackheath Rail Station",539640,176005,"25/05/2010","386","9100BLKHTH",
"R0000269","BLCHSRD","BHO","Blackhorse Road Rail Station",535800,189300,"25/05/2010","386","9100BLCHSRD",
"R0000270","BLCKPLN","BPN","Blackpool North Rail Station",331024,436693,"25/05/2010","386","9100BLCKPLN","G47"
"R0000271","BLCKPB","BPB","Blackpool Pleasure Beach Rail Station",330665,432919,"25/05/2010","386","9100BLCKPB",
"R0000272","BLCKS","BPS","Blackpool South Rail Station",331008,434110,"25/05/2010","386","9100BLCKS","G47"
